"cve","repo","cve_time","cwe_id","cwe","patch num","commit list","desc","cwe_type","commit"
"CVE-2011-4958","silverstripe_sapphire","2011/12/23","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","3","16c3235
bdd6391
52a895f","Cross-site scripting (XSS) vulnerability in the process function in SSViewer.php in SilverStripe before 2.3.13 and 2.4.x before 2.4.6 allows remote attackers to inject arbitrary web script or HTML via the QUERY_STRING to template placeholders, as demonstrated by a request to (1) admin/reports/, (2) admin/comments/, (3) admin/, (4) admin/show/, (5) admin/assets/, and (6) admin/security/.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['16c3235', 'bdd6391', '52a895f']"
"CVE-2011-4959","silverstripe_sapphire","2011/12/23","CWE-89","[('CWE-89', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"")]","2","ca78784
73cca09","SQL injection vulnerability in the addslashes method in SilverStripe 2.3.x before 2.3.12 and 2.4.x before 2.4.6, when connected to a MySQL database using far east character encodings, allows remote attackers to execute arbitrary SQL commands via unspecified vectors.","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","['ca78784', '73cca09']"
"CVE-2011-5036","rack_rack","2011/12/29","CWE-310","[('CWE-310', 'Cryptographic Issues')]","4","5b9d09a
e8fb504
09c5e53
bf4b55c","Rack before 1.1.3, 1.2.x before 1.2.5, and 1.3.x before 1.3.6 computes hash values for form parameters without restricting the ability to trigger hash collisions predictably, which allows remote attackers to cause a denial of service (CPU consumption) by sending many crafted parameters.","Cryptographic Issues","['5b9d09a81a9fdc9475f0ab0095cb2a33bf2a8f91', 'e8fb5045fd9a28386425975b57414d46471a5263', '09c5e53f11a491c25bef873ed146842f3cd03228', 'bf4b55ccfbe53f967d0bd52807eeb499ff4f9654']"
"CVE-2012-0038","torvalds_linux","2011/12/07","CWE-190","[('CWE-190', 'Integer Overflow or Wraparound')]","2","fa8b18e
093019c","Integer overflow in the xfs_acl_from_disk function in fs/xfs/xfs_acl.c in the Linux kernel before 3.1.9 allows local users to cause a denial of service (panic) via a filesystem with a malformed ACL, leading to a heap-based buffer overflow.","Integer Overflow or Wraparound","['fa8b18edd752a8b4e9d1ee2cd615b82c93cf8bba', '093019cf1b18dd31b2c3b77acce4e000e2cbc9ce']"
"CVE-2012-0207","torvalds_linux","2011/12/14","CWE-369","[('CWE-369', 'Divide By Zero')]","2","a8c1f65
25c413a","The igmp_heard_query function in net/ipv4/igmp.c in the Linux kernel before 3.2.1 allows remote attackers to cause a denial of service (divide-by-zero error and panic) via IGMP packets.","Divide By Zero","['a8c1f65c79cbbb2f7da782d4c9d15639a9b94b27', '25c413ad0029ea86008234be28aee33456e53e5b']"
"CVE-2012-0391","apache_struts","2012/01/08","CWE-20","[('CWE-20', 'Improper Input Validation')]","2","5f54b8d
b4265d3","The ExceptionDelegator component in Apache Struts before 2.2.3.1 interprets parameter values as OGNL expressions during certain exception handling for mismatched data types of properties, which allows remote attackers to execute arbitrary Java code via a crafted parameter.","Improper Input Validation","['5f54b8d087f5125d96838aafa5f64c2190e6885b', 'b4265d369dc29d57a9f2846a85b26598e83f3892']"
"CVE-2012-0392","apache_struts","2012/01/08","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","2","b4265d3
41f90ae","The CookieInterceptor component in Apache Struts before 2.3.1.1 does not use the parameter-name whitelist, which allows remote attackers to execute arbitrary commands via a crafted HTTP Cookie header that triggers Java code execution through a static method.","Insufficient Information","['b4265d369dc29d57a9f2846a85b26598e83f3892', '41f90ae39d0783f64641726e7e6b4741663c04bd']"
"CVE-2012-0394","apache_struts","2012/01/08","CWE-94","[('CWE-94', ""Improper Control of Generation of Code ('Code Injection')"")]","3","b4265d3
9cad25f
34c80da","The DebuggingInterceptor component in Apache Struts before 2.3.1.1, when developer mode is used, allows remote attackers to execute arbitrary commands via unspecified vectors.  NOTE: the vendor characterizes this behavior as not ""a security vulnerability itself.","Improper Control of Generation of Code ('Code Injection')","['b4265d369dc29d57a9f2846a85b26598e83f3892', '9cad25f258bb2629d263f828574d2671366c238d', '34c80dae734e70f13c0e46f9c83602fb71318e58']"
"CVE-2012-0838","apache_struts","2012/01/19","CWE-20","[('CWE-20', 'Improper Input Validation')]","2","b4265d3
5f54b8d","Apache Struts 2 before 2.2.3.1 evaluates a string as an OGNL expression during the handling of a conversion error, which allows remote attackers to modify run-time data values, and consequently execute arbitrary code, via invalid input to a field.","Improper Input Validation","['b4265d369dc29d57a9f2846a85b26598e83f3892', '5f54b8d087f5125d96838aafa5f64c2190e6885b']"
"CVE-2012-0879","torvalds_linux","2012/01/19","CWE-400","[('CWE-400', 'Uncontrolled Resource Consumption')]","2","61cc74f
b69f229","The I/O implementation for block devices in the Linux kernel before 2.6.33 does not properly handle the CLONE_IO feature, which allows local users to cause a denial of service (I/O instability) by starting multiple processes that share an I/O context.","Uncontrolled Resource Consumption","['61cc74fbb87af6aa551a06a370590c9bc07e29d9', 'b69f2292063d2caf37ca9aec7d63ded203701bf3']"
"CVE-2012-1098","rails_rails","2012/02/14","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","3","9435f5a
d1fc35f
c60c1c0","Cross-site scripting (XSS) vulnerability in Ruby on Rails 3.0.x before 3.0.12, 3.1.x before 3.1.4, and 3.2.x before 3.2.2 allows remote attackers to inject arbitrary web script or HTML via vectors involving a SafeBuffer object that is manipulated through certain methods.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['9435f5a479317458c558ae743b7d876dd5a5db20', 'd1fc35fe196ee2913bc34e5c581a5284610d05d1', 'c60c1c0812d5eb55e7024db350f8bc5b6729f7fe']"
"CVE-2012-1099","rails_rails","2012/02/14","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","3","1be2bbe
7b73913
5b4082f","Cross-site scripting (XSS) vulnerability in actionpack/lib/action_view/helpers/form_options_helper.rb in the select helper in Ruby on Rails 3.0.x before 3.0.12, 3.1.x before 3.1.4, and 3.2.x before 3.2.2 allows remote attackers to inject arbitrary web script or HTML via vectors involving certain generation of OPTION elements within SELECT elements.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['1be2bbec310ffe94061cca7ba0e3c1a478af03af', '7b73913701ff41981d166ca457e41690aac3bce3', '5b4082fddf3412aef6c085fbb2a13fd3bbc75f4e']"
"CVE-2012-1119","mantisbt_mantisbt","2012/02/14","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","2","cf5df42
dea7e31","MantisBT before 1.2.9 does not audit when users copy or clone a bug report, which makes it easier for remote attackers to copy bug reports without detection.","Permissions, Privileges, and Access Controls","['cf5df427f17cf9204645f83e000665780eb9afe6', 'dea7e315f3fc96dfa995e56e8810845fc07a47aa']"
"CVE-2012-1188","forkcms_forkcms","2012/02/15","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","2","9952201
1269fe8","Multiple cross-site scripting (XSS) vulnerabilities in Fork CMS before 3.2.7 allow remote attackers to inject arbitrary web script or HTML via the (1) type or (2) querystring parameters to private/en/error or (3) name parameter to private/en/locale/index.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['995220182068518e89019a265d113518f6566407', '1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9']"
"CVE-2012-1208","forkcms_forkcms","2012/02/20","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","3","df75e07
8fa74dd
d65c083","Multiple cross-site scripting (XSS) vulnerabilities in backend/core/engine/base.php in Fork CMS 3.2.4 and possibly other versions before 3.2.5 allow remote attackers to inject arbitrary web script or HTML via the (1) report parameter to blog/settings or (2) error parameter to users/index.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['df75e0797a6540c4d656969a2e7df7689603b2cf', '8fa74dd3e2e32723cd121177dce6aeac37e29df6', 'd65c083adc91c88d21bd9a0df4c2688df634c6ff']"
"CVE-2012-1209","forkcms_forkcms","2012/02/20","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","2","df75e07
c8ec9c5","Cross-site scripting (XSS) vulnerability in backend/core/engine/base.php in Fork CMS 3.2.4 and possibly other versions before 3.2.5 allows remote attackers to inject arbitrary web script or HTML via the highlight parameter.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['df75e0797a6540c4d656969a2e7df7689603b2cf', 'c8ec9c58a6b3c46cdd924532c1de99bcda6072ed']"
"CVE-2012-1226","Dolibarr_dolibarr","2012/02/20","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","2","8f9b998
5381986","Multiple directory traversal vulnerabilities in Dolibarr CMS 3.2.0 Alpha allow remote attackers to read arbitrary files and possibly execute arbitrary code via a .. (dot dot) in the (1) file parameter to document.php or (2) backtopage parameter in a create action to comm/action/fiche.php.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","['8f9b9987ffb42cfbe907fe31ded3001bfc1b3417', '5381986e50dd6055f2b3b63281eaacffa0449da2']"
"CVE-2012-1571","glensc_file","2012/03/12","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","2","1aec04d
1859fdb","file before 5.11 and libmagic allow remote attackers to cause a denial of service (crash) via a crafted Composite Document File (CDF) file that triggers (1) an out-of-bounds read or (2) an invalid pointer dereference.","Improper Restriction of Operations within the Bounds of a Memory Buffer","['1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b', '1859fdb4e67c49c463c4e0078054335cd46ba295']"
"CVE-2012-1617","osclass_OSClass","2012/03/12","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","3","1e7626f
a40b766
ff7ef8a","Directory traversal vulnerability in combine.php in OSClass before 2.3.6 allows remote attackers to read and write arbitrary files via a .. (dot dot) in the type parameter.  NOTE: this vulnerability can be leveraged to upload arbitrary files.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","['1e7626f4e1a26371480989c0b937f107ea9a6d4b', 'a40b76695994442644e46e1b776d79660500566a', 'ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f']"
"CVE-2012-1987","puppetlabs_puppet","2012/04/02","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","3","91e7ce4
568ded5
0d6d299","Unspecified vulnerability in Puppet 2.6.x before 2.6.15 and 2.7.x before 2.7.13, and Puppet Enterprise (PE) Users 1.0, 1.1, 1.2.x, 2.0.x, and 2.5.x before 2.5.1 allows remote authenticated users with agent SSL keys to (1) cause a denial of service (memory consumption) via a REST request to a stream that triggers a thread block, as demonstrated using CVE-2012-1986 and /dev/random; or (2) cause a denial of service (filesystem consumption) via crafted REST requests that use ""a marshaled form of a Puppet::FileBucket::File object"" to write to arbitrary file locations.","Insufficient Information","['91e7ce478649490d87684661f79d70b5ca46ddd0', '568ded50ec6cc498ad32ff7f086d9f73b5d24c14', '0d6d29933e613fe177e9235415919a5428db67bc']"
"CVE-2012-2098","apache_commons-compress","2012/04/04","CWE-310","[('CWE-310', 'Cryptographic Issues')]","3","8f70246
fdd7459
0600296","Algorithmic complexity vulnerability in the sorting algorithms in bzip2 compressing stream (BZip2CompressorOutputStream) in Apache Commons Compress before 1.4.1 allows remote attackers to cause a denial of service (CPU consumption) via a file with many repeating inputs.","Cryptographic Issues","['8f702469cbf4c451b6dea349290bc4af0f6f76c7', 'fdd7459bc5470e90024dbe762249166481cce769', '0600296ab8f8a0bbdfedd483f51b38005eb8e34e']"
"CVE-2012-2140","mikel_mail","2012/04/04","CWE-20","[('CWE-20', 'Improper Input Validation')]","2","ac56f03
39b590d","The Mail gem before 2.4.3 for Ruby allows remote attackers to execute arbitrary commands via shell metacharacters in a (1) sendmail or (2) exim delivery.","Improper Input Validation","['ac56f03bdfc30b379aeecd4ff317d08fdaa328c2', '39b590ddb08f90ddbe445837359a2c8843e533d0']"
"CVE-2012-2654","openstack_nova","2012/05/14","CWE-20","[('CWE-20', 'Improper Input Validation')]","2","9f9e9da
ff06c7c","The (1) EC2 and (2) OS APIs in OpenStack Compute (Nova) Folsom (2012.2), Essex (2012.1), and Diablo (2011.3) do not properly check the protocol when security groups are created and the network protocol is not specified entirely in lowercase, which allows remote attackers to bypass intended access restrictions.","Improper Input Validation","['9f9e9da777161426a6f8cb4314b78e09beac2978', 'ff06c7c885dc94ed7c828e8cdbb8b5d850a7e654']"
"CVE-2012-2660","rails_rails","2012/05/14","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","3","060c91c
5b83bbf
dff6db1","actionpack/lib/action_dispatch/http/request.rb in Ruby on Rails before 3.0.13, 3.1.x before 3.1.5, and 3.2.x before 3.2.4 does not properly consider differences in parameter handling between the Active Record component and the Rack interface, which allows remote attackers to bypass intended database-query restrictions and perform NULL checks via a crafted request, as demonstrated by certain ""[nil]"" values, a related issue to CVE-2012-2694.","Permissions, Privileges, and Access Controls","['060c91cd59ab86583a8f2f52142960d3433f62f5', '5b83bbfab7d5770ed56366d739ff62ac70425008', 'dff6db18840e2fd1dd3f3e4ef0ae7a9a3986d01d']"
"CVE-2012-2661","rails_rails","2012/05/14","CWE-89","[('CWE-89', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"")]","7","9340f89
99f0309
b71d4ab
71f7917
176af7e
8355abf
cc2903d","The Active Record component in Ruby on Rails 3.0.x before 3.0.13, 3.1.x before 3.1.5, and 3.2.x before 3.2.4 does not properly implement the passing of request data to a where method in an ActiveRecord class, which allows remote attackers to conduct certain SQL injection attacks via nested query parameters that leverage unintended recursion, a related issue to CVE-2012-2695.","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","['9340f89849606dba02f44038171f3837f883fd4e', '99f030934eb8341db333cb6783d0f42bfa57358f', 'b71d4ab9d7d61ebe3411a8754e9fe93d3587704e', '71f7917c553cdc9a0ee49e87af0efb7429759718', '176af7eff2e33b331c92febbeda98123da1151f3', '8355abf153615a717c0d0e4a58b2bfca39b35025', 'cc2903da9f13c26ba3d94c149f31d4c53b94b2ed']"
"CVE-2012-2673","ivmai_bdwgc","2012/05/14","CWE-189","[('CWE-189', 'Numeric Errors')]","4","83231d0
6a93f8e
e10c1eb
be9df82","Multiple integer overflows in the (1) GC_generic_malloc and (2) calloc functions in malloc.c, and the (3) GC_generic_malloc_ignore_off_page function in mallocx.c in Boehm-Demers-Weiser GC (libgc) before 7.2 make it easier for context-dependent attackers to perform memory-related attacks such as buffer overflows via a large size value, which causes less memory to be allocated than expected.","Numeric Errors","['83231d0ab5ed60015797c3d1ad9056295ac3b2bb', '6a93f8e5bcad22137f41b6c60a1c7384baaec2b3', 'e10c1eb9908c2774c16b3148b30d2f3823d66a9a', 'be9df82919960214ee4b9d3313523bff44fd99e1']"
